text	label
@USER quit being a pussy	NG
@USER it's a song hoe	NG
Real shit: I love eating pussy.	NG
@USER bitches better watch out because we're running the tables tonight! 😉🍻🍺🙌	NG
"""@USER: “@USER: 3 | Amo los pies {{URL}}”"" fuck yeah"	NG
Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh	NG
"""Bleed out hoe!!!"" -Alexa"	NG
This nigga Magic Johnson got a Grade A faggot for a son 😂😂.. He had to have done some terrible shit growin up lol..	NG
I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck	NG
See my nig @USER today somebody who understands the music like me !!	NG
She told me that she love me I looked at and said bitch stop	NG
@USER that bitch was going or nawl	NG
"""@USER: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."	NG
@USER this pic is trash. D!ck is dry af.	NG
Hell naw we don't fuck wit no phonies you can tell yo bitch we some young rich homies!	NG
Say you love that bitch so much I'll kill yo ass in front of her	NG
RT @USER: Hoes be getting loose then move to other cities once everybody finds out they a hoe lol.	NG
I literally just looked bc this kids a pussy..	NG
RT @USER: You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan	NG
RT @USER: Someone will love your bitch ass it won't be me but someone will love you	NG
RT @USER: @USER @USER @USER Once again, birds of a feather....	OK
RT @USER: Jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa…	NG
The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with	NG
Photo: anarcho-queer: “Anarchism stands for a social order based on the free grouping of individuals for... {{URL}}	OK
"RT @USER: ""A day without laughter is a day wasted.""  ~Charlie Chaplin"	OK
Early worm gets the bird #Bslfe #GoodMorning {{URL}}	OK
@USER lmaooo hell naw nigga you must was playing school of blind and cripple	NG
#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees	OK
' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... {{URL}}	NG
@USER @USER oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger	NG
This 8am biology lab ain't no hoe 😩😭	NG
!!!!!!!!!!!!! RT @USER: The shit you hear about me might be true or it might be faker than the bitch who told it to ya 	NG
"When a girl tried to argue with me whilst I was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"	NG
Had to block that bitch. Soooo annoying😒	NG
@USER ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....	OK
RT @USER: Why does everybody drive like retards when it rains lol	NG
RT @USER: @USER fuck them hoes! I have bigger problems like do you ever cook at your house lmao	NG
It's fact that a male brain cannot always hear the high pitched voice of a women.. So bitch don't get mad..I really didn't hear you!!	NG
RT @USER: you the nigga in high school who got shoved into lockers and thrown into trash cans @USER	NG
"RT @USER: ""Girls who vape>>"" only faggots say some pussy shit like that I swear."	NG
@USER no send the fucking challenge quit being a pussy	NG
@USER If they trash in yr 3 or 4 he'll waive it lol	OK
If joining the army gets you bitches then to the army I go.	NG
"there's always that dumb twitter hoe when it comes to sports. ""I hope Floyd beat mayweather"" or ""I hope New Orleans beat the saints"" 😒😑🔪"	NG
Simple minded hoe	NG
“@USER: I fucked up in the 6th grade”yeah bitch you wants to fight me with yo dawg ass	NG
These bitches be judging like they experience life and in the billion dollar club. I'm highly favor & doing pretty damn well 💁	NG
Beefin ova bitches trade ya clip for Pom Poms	NG
@USER bitch if im talker than you then youre short so stfu	NG
Stop Twatching me bitch.	NG
Japanese babe Maria Ozawa gets her Asian pussy fucked hard {{URL}}	NG
I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions	OK
@USER if yo girl let them in, she a hoe...she belong to the world, why u cuffing her	NG
@USER I'm here now hoe	NG
All yall bitches fake an wanna b's get yall life,	NG
"Lmao «@USER «@USER ""I mean damn bitch you was almost ready 20 minutes ago"" {{URL}}»»"	NG
"RT @USER: Bitches tweets be like... ""I wanna suck some dick 🍆""  then be like... ""✋ Chill it's just a song! ""  bitch what song is…"	NG
@USER ; bitch dont talk at me like that bro.	NG
#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife’s big pussy {{URL}}	NG
Its a problem, bitch ya better follow me.... I give ya this dick you then won the lottery.....	NG
Mother fuck everything you got going on today because I'm going to Vegas in a few hours, bitch.	NG
First the white bitch wanna ask extra questions & shit... & be a lil bitch about everything with her skinny ass!	NG
"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit"	NG
Tail light out not giving a fuck Rollin up on a bitch wit da head lights off	NG
Got my own place , pay my own bills & rent & 2 jobs. Tf am I worried about a next bitch for?	NG
"""@USER: Happy birthday bitch nigga @USER"" Thanks pal"	NG
RT @USER: Don't no real bitch want no soft nigga..	NG
“@USER: Today was a long practice” bitch no it wasn't 😑	NG
RT @USER: “@USER: @USER wussup bitch”nun finna take it in	NG
RT @USER: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss …	NG
@USER to HELL with the plasticassed bitch!!	NG
“@USER: I swear if I see any snow tomorrow.... {{URL}}” bruhh you sound like a basic white bitch	NG
I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.	NG
Half these bitches be playin because but im far from a lamee	NG
Was finna slit my eyebrows up in the shop but nahhhhhh. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .	OK
@USER send that hoe 😂😂	NG
My sister is such a bitch to me when she don't get her way	NG
She bet not put me on her gram I got bitches on the gram	NG
mother fuxker the devil is ah lie bitch I'm the truth	NG
@USER no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :)	OK
The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain't textin you back	NG
My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.	OK
I don't 🚫 keep friends 👭👫👬 they come 👈 and go 👉, don't fuck 🙅 with these bitches 👭👭. FAKE ALL THEY KNOW. 💯✔️	NG
@USER ayyy tell that bitch in your avi she needs fix a flat for dat flat ass😏	NG
RT @USER: You know a girl is a hoe if her Instagram isn't private	NG
@USER bring it bitch.	NG
@USER get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny	NG
RT @USER: Nigga can’t even feel up on a bitch in a pic without the girl u fuckin getting mad, smh	NG
As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup.	NG
RT @USER: Niqqas talk more then bitches these days.	NG
RT @USER: I think Imma patent disposable douche, in ketchup type packages. Bitches can be sanitary and discreet. For the hoe on-the…	NG
Enjoying the eccentricity of @USER's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.	OK
RT @USER: When will you guys leave that childish pussy alone? Get that sophisticated pussy.	NG
@USER idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and	NG
RT @USER: why get attached to people when you can jump in a trash can and feel the same way	OK
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk	NG
RT @USER: Lmfao , this bitch was giving head in the back of a classroom she better go tf ahead !	NG
RT @USER: #FreshmanAdvice Rolling backpacks get all the bitches	NG
watch out for these foul hoes and flagrant niggas!	NG
Ain't shit pretty but my bitch and my momma anyone can get the drama	NG
RT @USER: Roses are red Violets are blue I just fucked yo bitch .....but nigga do you...	NG
My wigga RT @USER Ryan Gosling knocked up Eva Mendes swag that man the fuck out	NG
RT @USER: If your girlfriend is taller than you, it's her responsibility to take the trash out & fight off anyone that breaks into you…	OK
Jordan: so Watcha been up to at college Me: fuckin bitches & stuff, ya know Jordan: alright seriously 😕 @USER #IChooseToBeAbstinent	NG
"RT @USER: ""@USER: Good pussy change ya life! 😂😭"""	NG
#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme	NG
random running dogs in the ghetto	OK
i wanna go to the ghetto club tonight.	OK
Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent	OK
@USER nigga I talk shit period this ain't nun new white bitch we go threw this every damn day 😂😂	NG
Where the hoes at...	NG
All the bad bitches think they ugly and all the roach bitches think they bad-_-	NG
@USER fuck my throbbing pussy slowly	NG
“@USER: Ready blow this bitch down 🔥 {{URL}}”Bring me 3 rellos	NG
Bust a nicca head,smack a ho,shoot the club up! 😂 🔊🔊💃💃💃	NG
RT @USER: a nigga gone be a nigga im sorry, & a hoe gone be a hoe regardless .	NG
RT @USER: Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch	NG
I'm a wigger	NG
RT @USER: lmao okay now let’s address pepsi pussy RT @USER: Real niggas know {{URL}}	NG
"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @USER @USER"	OK
RT @USER: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king 😩😩	NG
“@USER: “@USER: “@USER: “@USER: MEN are the biggest hoes lmao””””	NG
@USER that explains you cause all you do is bitch and whine.	NG
hillbilly bone-bo-bone-bo-bone bone	OK
@USER Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am	NG
@USER #EarthDayNOAA  Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small	NG
@USER text me, my phone being a cunt whore.	NG
Hoes always tryna say they look like a celebrity .... NO BITCH!!! You like the other hoe that love on krenshaw sit yo basic ass down	NG
RT @USER: if we're dating, don't be a sensitive bitch when i insult you.. i expect to be insulted back.	NG
@USER lol tell that hoe grow up ahaha	NG
RT @USER: Like damn. Sorry I'm not a girl that hoes around and has sex with 20 billion guys.	NG
I'm cute with or without the makeup & eyelashes 👌😌 y'all bitches depend on that shit	NG
@USER lmao im bein foreal fuck all them bitches like that!	NG
RT @USER: bruh he threw that bitch {{URL}}	NG
RT @USER: @USER I do not love these hoes	NG
@USER You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.	OK
"RT @USER: Move dat muscle hoe 😤  ""Tell me watchu mad foe""💪😂 {{URL}}"	NG
I need me a bitch	NG
@USER Dat was Charlie	OK
OH NO @USER are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe	OK
Keep to myself this year bitches reckless	NG
"@USER some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch."	NG
@USER fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call	NG
RT @USER: Finna hit this bitch with a handful of salt {{URL}}	NG
Ugly hoes, you can NOT have attitudes! Kill the ratchetness!! You need to be nice, cause your looks sure ain't getting you nowhere!!!!	NG
#TRUTH RT @USER: David is the Charlie Brown of #Scandal	OK
RT @USER: A bird doesn't sing because it has an answer, it sings because it has a song.~ @USER	OK
@USER lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.	NG
RT @USER: wet pussy makes the dick slip out 💦😜	NG
one fly ass bitch	NG
Wtf... 3 days & 3 nights! If I go another day..... all I know is im going ape shit....	NG
@USER ugh..and lemme guess they have yellow cake too? Heard this story before..	OK
I don't know why broads drunk dial me....I'm sleep, hoe!!	NG
RT @USER: @USER I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx	OK
RT @USER: Having one is stressful... RT @USER: Having a lot of bitches seem stressful	NG
dope in the bag pretty bitch on the side	NG
RT @USER: Just wanna put food in bitches pussy and take cool pictures. Don't get why bitches don't like food in their pussies.	NG
RT @USER: @USER YESSSS bitch💦😍💓	NG
@USER Neither does your fucking cat, pussy.	NG
why you act like a little booshie bitch now, that's why you don't have friends hoe	NG
RT @USER: The only girls that care about being a guys WCW are hoes	NG
Good day, honkies. ...I said GOOD DAY! ...honkies.	OK
These bitches been killin me all day	NG
Fuck my Ex bitch	NG
RT @USER: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. {{URL}}	OK
“@USER: 😭😭😭😭 RT @USER: When you go down to eat the pussy and it smells tangy {{URL}}”😭😭	NG
"“@USER: ""@USER: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch✋😒”really swerve"	NG
RT @USER: I think pats trying to say his pussy is too bombed....idk	NG
@USER @USER man fck dat tranny.... Juwanna man ass nigga....	NG
"""@USER: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" 😂"" lmaoo"	OK
RT @USER: Good day with these 2 bitches @USER @USER 😘✌	NG
@USER ha lol like at selenas horny bitch lol	NG
"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!"	NG
RT @USER: @USER @USER ayyy what fags	NG
@USER @USER  plot twist he is a faggot	NG
RT @USER: @USER you bitch ass nigga	NG
BROS BEFORE HOS! ... and there I was with my bros, without any hos..	NG
This is how im asking my bitch to prom or for her to marry me 👌 guareenteed yes {{URL}}	NG
RT @USER: Damn I fuck bitches I guess	NG
Power bomb dat hoe	NG
RT @USER: My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat	NG
A nicca got some crazy head last night 😁😁🙌🙌🙌😃😊😜😝	NG
"@USER last year i had to explain why ""queer theory"" is the acceptable academic term"	OK
RT @USER: Lol got these hoes in they feelings !	NG
"AMERICAN GOVERNMENT PREACHES ""NO BULLYING"" Creating a new generation of pussies! {{URL}}”"	NG
Not protected in the state of Utah. There is no fear of queer couples forcing churches to marry them. They do not legally have to do so.	NG
RT @USER: Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap {{URL}}”	NG
RT @USER: @USER @USER that's how I drive you bitch {{URL}}	NG
I love Liv when she gets ghetto	OK
Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock! MY BITCH BAD SHE TERRIBLE 🐬	NG
@USER dat was befo da fact hoe shut yo ass up 🙅	NG
“@USER: I wish i had my dad in my life but the bitch ass nigga still think im not his child!” LMFAOOOO but damn that's sad cuh !	NG
@USER true dat nig	NG
RT @USER: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b…	OK
RT @USER: RT @USER: 😭 RT @USER: She went all the way to Home Depot just to take a sink pic I hate you hoes http://…	NG
@USER I should've 😩 that bitches wallet was tigher than her pu$$y	NG
so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit	NG
Pau a hoe. How u gon play after the trade deadline	NG
@USER Are we doing Mad Libs now? Cool. Uh...  Twinkie 35' long, DJ Pon3 cameo, Magic™, Crystal Tree. #TNGSeason4Finale	OK
@USER @USER @USER Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size	NG
Almost half of North American bird species threatened by climate change {{URL}} {{URL}} #Climate #Environment	OK
It's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz	NG
RT @USER: I hate when niggas be slobin all on the blunt like they eatin pussy & have the nerve to try & pass it. I'm good nigga I'…	NG
Forte just trucked dude hoe ass lol	NG
Yous a Gold bottle, These hoes pink mascato	NG
RT @USER: Yo mama so ghetto she uses cigarette butts as q-tips	OK
@USER you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker	NG
I want to beat this bitches ass soooo bad	NG
you look like your 12 stop talking about fucking bitches ☝	NG
@USER thisty hoe	NG
@USER I kinda figured a lil bit when u said bitch u cute	NG
Weef fitm is that life fuck flappy bird	NG
@USER I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol	OK
RT @USER: Guys who tweet shit to get a bunch of favorites are on the same level as hoes	NG
RT @USER: So y'all niggas really love these hoes with nigga qualities huh...she roll the blunt better than you and she wifey now…	NG
We both have hella hoes but I swear all I want is you	NG
I woke up in a bed full of bitches that I ain't eeeen fuckin	NG
My sister told me that I look like a bird. While my past told me that I look like an alien.	OK
I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too	NG
I want Oreos!! Who can help me	OK
"RT @USER: @USER omg Nathaniel. No ""come here mr pussy"" ""Mr pussy where are you"" lol"	NG
"RT @USER: ""@USER: @USER you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit"	NG
Step up and take your oppurtunity! #freshfaces #iubb #hoosiers	OK
"Being coons “@USER: At??? @USER: Y'all are amazing.""”"	OK
“@USER: Watch: Prust tries to hit Hank during break play {{URL}}” @USER pussy attempt by a pussy #mtlhockey	NG
RT @USER: <----- not buying bitches vehicles	NG
Char-broiled #cod, yellow #rice, sautéed spinach and artichoke hearts. Made with love for @USER.… {{URL}}	OK
When its hot i wear whatever lol shit if could come out this bitch in briefs i would	NG
@USER you dirty little bitch	NG
@USER No I don't fuck with those hoes ask Paco he does	NG
It aint nun to cut dat bitch off 💇🔫✌️	NG
1) RT @USER: @USER @USER no I'm not crossed eyed, I'm albino. Can't control that	OK
@USER hoe told me she was gonna chop my dick off ... She was from Baltimore	NG
just found out @USER has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!	OK
RT @USER: That hoe Brittish got the fuckin NERVE	NG
Thanks Charlie, have a great evening @USER @USER @USER @USER @USER @USER	OK
@USER I could fuck a bowl of graham cracker cereal	NG
@USER @USER aye were da fawking ginzos of fawking queens and fawking nassau	NG
Wait What?! 😭😭😴😴“@USER: You a faggot if you wear a seat beat”	NG
@USER @USER bitch get punched tf out lol	NG
Holy monkey balls its warm today	OK
Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more	NG
#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale {{URL}}	OK
@USER @USER niggah I'm not yo lil bro the fuck	NG
My nigga Bolin does NOTHING but win with the bitches breh	NG
RT @USER: rt if you are nerd trash who likes to set things on fire sometimes	NG
@USER nah, they let French Montana spit trash at will	OK
@USER @USER then the kid he sold it to brought it back to him cooked in a brownie	OK
#THEBOONDOCKS at 10:30 my nicca!	OK
I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox	NG
I wish a bitch COULD	NG
RT @USER: don't cheat if she a down bitch	NG
@USER and we all fell asleep @USER	OK
I loved her as much and as long as I could ma niggah .	NG
#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud {{URL}}	NG
Hate that bitch RT @USER Ray Donovan's wife is pissing me off	NG
RT @USER: RT @USER: It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do…	NG
Yo @USER I miss you. Ya cunt.	NG
I'm off work, where the naked hoes and alcohol?	NG
@USER ..how much knob do you gobble in one day? Youre in over your head. What a blockhead you are.	NG
RT @USER: 50 rts& I'll take the mic& say fuck her right in the pussy {{URL}}	NG
RT @USER: Crazy girlfriends usually love you longer & got the best pussy .	NG
“@USER: @USER @USER it aint bundles soooo nope”it is bitch she happy hosting	NG
@USER @USER Chatt niccas love doin dat brah	NG
stupid cunts	NG
"""@USER: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""<lmao!!"	NG
RT @USER: Got to hold a koala, take selfies with kangaroos, saw a bunch of bad ass birds of prey, and pet a fucking emu today... wtf …	NG
@USER Call me bitch again and see if I don't slap the sexy out of your mom and have Justin Timberlake bring it back.	NG
11/19 w/ @USER - the depot  12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)	NG
"@USER but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me"	NG
hahaha this dude on my timeline says bitch in EVERY tweet.hahaha I'm rollin at some of them lol	NG
RT @USER: These bitches is actors out here	NG
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now	NG
Thanks Charlie @USER @USER @USER @USER @USER @USER	OK
She wonder why im into her when all these hoes be into me	NG
@USER niggah this shit serious aint no one laughing	NG
RT @USER: This bitch doesn't know what she wants.. {{URL}}	NG
@USER bitch you mentioned me first tf wrong wit yo psychotic ass.	NG
@USER Aye hoe	NG
RT @USER: I hate you dumb bitches that swear that to be happy you need to be a in a relationship. y'all honestly need to revaluate life	NG
@USER @USER I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch	NG
“@USER: @USER dreamgirl McKee 😂”Ooh! Bet you wooonnnttt stick dat hoe	NG
RT @USER: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d…	NG
@USER bitch where you going?	NG
RT @USER: 15 y/o me totally understood 'Twin Peaks'. 40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers …	OK
"“@USER ""When you gonna take me out?"" RT @USER: Some hoes not gonna let you come over until you spend money on them”listen"	NG
A lot of you niggas turned these bitches into sketch ass bitches	NG
@USER @USER bro I swear to god I was just bout to txt you Dex about these hoes	NG
💕💕💕 pussy ride dick like she a Jamaican / \ / 💧\  . */. 🌴 |. ¥~ ! 🌴. | > \  🐫 $. / 🌾\ ; 🐫 ) &🐫*	NG
RT @USER: I'm a crazy bitch.. fml	NG
RT @USER: Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.	NG
GStar suspenders got a bad bitch bitch	NG
@USER tell that boy he a hoe i just called him	NG
RT @USER: Apple CEO says ‘Being gay is a gift from God’ as part of campaign to sell iPhone to queers.. {{URL}}	NG
Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life	NG
Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha	NG
@USER awwww don't be a pussy ill show u was good with that turbo lol	NG
Mary Jane is a dumb bitch Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play	NG
@USER would be funnier if America and not pussy Canada.	NG
#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD> #retarded #ass #actor #faggot	NG
I feel like a swag fag w this shirt lmao {{URL}}	NG
RT @USER: Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since…	NG
I need a heated bra because my nips hurt so bad!	OK
RT @USER: Plenty of Kobe vs. Dwight trash talk after the game, too. {{URL}} {{URL}}	OK
RT @USER: BushCo used to publicly trash ex-officials who wrote books - Snow, O'Neill, etc. Bet we won't hear PBO trashing Gates... #morning…	OK
"#DUH @USER: That's because they're possibly tucking a penis ""@USER: This bitch got man boobs {{URL}}""”"""	NG
Cuz its 187 how im killin these hoes	NG
Life would be so much doper if you could order pussy like you do pizza	NG
Ew I hate when ratchet ass hoes post 'stranger danger' ewww bitch	NG
@USER nah you're a nigger	NG
"RT @USER I told u bout doing that 😂""@USER: Some niggaz will say and PAY anything to get the pussy."" + must be you"	NG
Man I can't stop looking at this hoe twerking on my Facebook	NG
@USER yeah cum itch my slit baby cakes	NG
"RT @USER: wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana"	OK
@USER @USER @USER shut yo cracker jack buck teeth ass Am a native and a nigga the best kind	NG
@USER All the helmets in Destiny are trash. I wish I could just rock an invisible bubble instead. Hunters look like Robocop.	OK
RT @USER: @USER scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe	NG
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?	OK
@USER Lmao. it bel ike that nowadays	OK
@USER @USER @USER 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio.	OK
“@USER: @USER bang💁”that's a trust worthy bitch😐😩	NG
omfg RT @USER: Your feet bitch RT @USER Whisper something dirty in my ear 😋 {{URL}}	NG
RT @USER: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.	NG
Yes suhh “@USER: “@USER: Fuck you bitch, I'm CHILLIN” You Gettin Live Tomorrow ?”	NG
RT @USER: Words from jac.. You can't save every hoe.. You got to let them hurt.	NG
@USER @USER song trash....	OK
RT @USER: Building a dresser really makes me crave an ice cold glass of pussy am I right dudes	NG
You’re a bitch RT @USER: Ain’t seen y’all lose that bad since… RT @USER: At work slitting my wrists currently. Thanks tom brady	NG
all these hoes so familiar 😴😴 #JuiceTweet	NG
@USER @USER how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi 😂	NG
That's why I tucked yo bitch u ignorant ass mother fucker	NG
Second time these gentrified bitches got on my nerves this morning.	NG
#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty	NG
RT @USER: Fuck with us and then we tweaking hoe	NG
RT @USER: Hell nah bitch {{URL}}	NG
I just touched down on that pussy	NG
RT @USER: Bitches eyebrows be 5% hair and 95% makeup talkin bout “eyebrows on fleek” smh sit down before i lick my thumb hoe	NG
@USER @USER They would make a great baby bird pic bruh!	OK
If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!	NG
“@USER: It might be RT @USER: Some of y'all females pussy wet cause he cried” smh	NG
RT @USER: “@USER: “@USER: That pussy so wet she gotta dry outside”stop telling my business”😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	NG
@USER I popped a Molly every day last year #beat#that#bitch	NG
Yo daddy is a bitch, you jus a son of that boyyy....	NG
Them Bad bitches blow kisses by my earlobe	NG
my eye don got lazy reading and looking at u bitches flawged and lie all day😴😴 {{URL}}	NG
Dirty hoe	NG
RT @USER: If I stop my car so that you can walk across the street, I better see some hustle out of you! Knees to chest bitch, KNEES …	NG
You little dumb ass bitch I dont fuck with you!	NG
@USER who do you think I am bitch	NG
I'm tired of bitches thinking they cool when they ugly. If you're ugly bitch that's all you are is ugly	NG
RT @USER: Hulkamania is running wild on that pussy	NG
I love bad bitches that's my fuckin problem.	NG
Lmfaoooooo RT @USER: LMFAOOOOOOOPOOOOOO RT @USER: “here come yo bitch ass auntie” {{URL}}	NG
"Whenever I see a pic captioned ""Soft ghetto"" I log off for 25 minutes"	OK
I think you're in a bad mood from munching on hairy pussy.	NG
Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get	NG
She's just mad cuz her big toe looks like an angry bird! Haha	OK
Ain't no pussy better than loyal pussy!	NG
Damn I use to be a big fan of Ronda, but so far she's been a big cunt #TUF	NG
Im about to fuck taylors bitch ass up	NG
These bitches washed up, ain't no soap involved.	NG
It all started in '95 bitch👶	NG
"""@USER: Wish I had a bae 😕"" You got all the hoes tho"	NG
Its gorg out! RT @@USER: This bitch thinks its june or something @USER {{URL}}	NG
Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..	NG
"RT @USER: @USER @USER when you sitting next ya girl and ya side bitch text you ""hey babe """	NG
They come out Charlie Sheen... They come out coupe machine @USER	OK
bitch dick too bomb	NG
her pussy like me, her heart like fuck it.	NG
RT @USER: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh {{URL}}	OK
RT @USER: Wack ass hoes	NG
"After I say some shit I just be like "" wow that was so uncalled for , you're really a bitch "" 😂😂 attitude on 💯"	NG
RT @USER: Waka gone kill dat hoe lol	NG
My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo. -@USER	NG
More disability bigotry from the left RT @USER: @USER @USER @USER how can you defend Palin and her retards?	NG
School Schoo Scho Sch Sc S St Sta Stay Stay h Stay ho Stay hom Stay home	OK
@USER Lesson 12 don't pass out at before 12 like a lil bitch	NG
😭😭 “@USER: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.”	NG
and these hoes shallow, shiesty, trifling, but we been knew that.	NG
I like my bitches simple  laid back relaxed your mental {{URL}}	NG
Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix😩😩😂😂 I… {{URL}}	OK
RT @USER: Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin	NG
sick and watching the Yankees game	OK
Don't fucc wit Coward cuz he a bitch n left LA	NG
